OrderID,OrderDate,ShipDate,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,ProductCategory,SubCategory,ProductName,Sales,Quantity,Discount,Profit,ShippingCost,PaymentMethod,CustomerRating
102073,2022-02-24,2023-01-19,2127,Alice Johnson,Corporate,Germany,InvalidCity,BC,99197,East,3581,,IncorrectCat,,3325,10,5,-100,100,Crypto,4
109594,2023-12-22,2022-06-16,2520,Charlie Brown,Small Business,Germany,,CA,86388,,3619,,Lamps,Binder Set,4882,0,-10,,100,Crypto,4
101276,2023-07-13,2023-04-22,2369,,Corporate,,,CA,11894,West,3926,Furniture,Chairs,iPhone 14,679,14,110,,5,Bank Transfer,
106382,2023-05-22,2023-12-08,2235,Eve Black,Small Business,France,Paris,ON,95933,East,3106,,Phones,Gaming Table,4380,-2,5,100,100,PayPal,100
106322,2022-12-17,2022-12-10,2363,Eve Black,,USA,Paris,ON,76584,West,3129,Electronics,Phones,,326,10,-10,100,,Crypto,-1
101760,2023-09-28,2022-10-06,2553,Alice Johnson,Consumer,Spain,,FL,50458,,3475,,Chairs,,1684,-2,25,-500,5,Crypto,3
107658,2022-12-26,2022-12-13,2478,David White,Corporate,France,Paris,FL,10337,,3457,Toys,Tables,,486,18,25,1000,500,Bank Transfer,5
109504,2022-03-06,2022-09-20,2760,Eve Black,Consumer,Canada,Paris,,55608,,3069,,Lamps,iPhone 14,4707,-1,10,-500,100,Credit Card,
105929,2022-05-11,2022-12-10,2332,David White,Consumer,Spain,,BC,13977,East,3935,Electrnics,,,4534,7,10,-500,100,Credit Card,100
109593,2023-07-07,2022-03-19,2714,Bob Smith,Small Business,France,Paris,BC,81515,West,3602,Electronics,IncorrectCat,Desk Lamp,932,10,0,100,0,Crypto,5
101960,2022-07-15,2022-04-26,2858,Eve Black,Undefined,Germany,,NY,55021,,3899,Office Supplies,Phones,iPhone 14,3962,16,-10,1000,500,Crypto,2
104441,2023-11-23,2023-07-19,2631,,Small Business,USA,Berlin,CA,63143,West,3137,Furniture,Phones,,2549,17,,100,10,Cash,1
107964,2022-01-16,2023-02-24,2327,Charlie Brown,Home Office,USA,,BC,53427,East,3885,Furniture,Phones,iPhone 14,1990,-1,-10,1000,500,Credit Card,-1
104406,2022-12-25,2023-02-04,2005,Eve Black,Home Office,France,Berlin,,41041,South,3398,Books,Tables,Office Chair,2576,19,0,,5,Credit Card,3
104004,2023-06-22,2023-07-12,2558,Eve Black,Small Business,Canada,Berlin,ON,19043,East,3198,Toys,Lamps,iPhone 14,4729,0,110,1000,100,,
108855,2022-06-01,2022-11-08,2137,David White,,Canada,,FL,36097,Central,3353,Electrnics,,Binder Set,4629,16,5,-100,0,Undefined,6
103358,2023-01-28,2022-01-16,2257,David White,Small Business,Canada,Paris,CA,64187,South,3976,,,Binder Set,2795,4,10,-100,100,,
100932,2022-04-13,2023-12-10,2391,David White,Home Office,,Toronto,ON,53257,West,3870,Furniture,Tables,Binder Set,260,18,0,0,,Bank Transfer,2
106685,2023-04-01,2023-06-11,2974,Alice Johnson,Small Business,France,InvalidCity,CA,97333,South,3205,Toys,Tables,Desk Lamp,416,13,,,10,,
105949,2022-07-29,2023-09-01,2874,David White,Corporate,Canada,Berlin,ON,43098,Central,3224,Electronics,Chairs,Gaming Table,3943,5,,0,500,Bank Transfer,1
101576,2022-05-06,2023-01-12,2318,Alice Johnson,Home Office,Unknown,InvalidCity,FL,57157,,3574,Electrnics,Phones,Office Chair,679,15,0,1000,5,,6
104370,2022-07-24,2023-11-20,2778,Charlie Brown,,,Paris,,31280,West,3318,Furniture,Lamps,iPhone 14,2070,11,25,1000,5,Crypto,1
100151,2023-03-22,2023-04-18,2404,,,Canada,Toronto,FL,39051,Unknown,3425,Office Supplies,Lamps,,341,19,10,500,500,Crypto,1
103440,2022-07-09,2023-02-14,2766,Eve Black,Corporate,,,CA,73806,Central,3720,Books,,Desk Lamp,1395,0,0,1000,10,Undefined,3
108259,2022-03-02,2022-02-02,2354,Bob Smith,Small Business,Spain,InvalidCity,ON,93327,Unknown,3733,Toys,IncorrectCat,Desk Lamp,4015,13,,,100,Undefined,
109174,2023-07-08,2023-02-24,2942,Charlie Brown,Undefined,Spain,,CA,27251,,3961,,Chairs,Desk Lamp,4045,18,110,500,,Crypto,-1
109035,2022-08-28,2023-06-23,2262,Charlie Brown,Small Business,,Madrid,ON,64064,East,3656,Electronics,Chairs,Desk Lamp,1018,-4,0,-500,10,PayPal,1
108361,2022-12-02,2023-03-08,2318,Alice Johnson,Undefined,France,Paris,NY,40426,South,3739,Office Supplies,Phones,,215,11,,500,500,Crypto,6
109036,2023-03-14,2022-01-21,2022,Bob Smith,Undefined,USA,New York,CA,18714,South,3299,Home Decor,Binders,Desk Lamp,3450,12,5,100,0,PayPal,5
102104,2022-07-03,2023-11-24,2646,Alice Johnson,Undefined,Spain,Berlin,FL,60232,Central,3062,Books,,Office Chair,657,-4,0,-100,0,Cash,100
107286,2023-08-26,2023-01-16,2482,Charlie Brown,Undefined,Germany,Toronto,,57951,East,3675,Electronics,Lamps,Desk Lamp,2187,10,0,500,100,,4
100654,2023-09-21,2023-07-08,2767,,,France,Paris,Undefined,17959,Unknown,3827,Books,IncorrectCat,Desk Lamp,4790,11,-10,0,100,Bank Transfer,
108880,2023-01-13,2023-05-23,2489,Eve Black,Consumer,Spain,Paris,BC,83350,Unknown,3078,,,Office Chair,4656,-3,50,1000,10,Credit Card,6
102459,2022-12-21,2023-04-22,2936,David White,Consumer,Spain,Paris,FL,83031,Unknown,3650,Electronics,Phones,Desk Lamp,1957,10,10,100,500,PayPal,3
105426,2022-07-26,2023-06-23,2294,Charlie Brown,,France,Toronto,BC,66153,South,3116,,IncorrectCat,Desk Lamp,3069,17,5,500,10,Bank Transfer,2
104973,2022-04-05,2023-11-06,2894,Bob Smith,,Germany,New York,,13159,South,3470,Electrnics,Lamps,Office Chair,2275,,25,500,10,Cash,100
100591,2022-11-06,2022-12-17,2899,David White,Home Office,France,InvalidCity,ON,33377,Central,3971,Books,Phones,,1544,0,5,500,,Cash,5
106874,2022-04-01,2022-09-19,2129,Alice Johnson,Consumer,Unknown,,,99791,East,3085,Electronics,IncorrectCat,Binder Set,1034,15,10,0,10,Undefined,5
101574,2022-02-23,2022-05-09,2821,David White,Corporate,USA,InvalidCity,CA,64907,West,3977,,Lamps,,3039,20,110,0,0,Undefined,3
103968,2022-01-09,2022-09-22,2859,Bob Smith,,,InvalidCity,TX,93873,South,3904,Furniture,Binders,Desk Lamp,1039,19,5,100,0,Credit Card,2
106622,2022-02-20,2023-06-30,2214,David White,,Germany,Berlin,Undefined,78092,West,3948,Toys,Binders,,442,6,50,0,100,PayPal,6
109450,2023-03-19,2023-03-09,2584,David White,,Germany,Toronto,Undefined,99855,West,3729,Toys,,Office Chair,2435,20,25,500,0,Credit Card,3
101218,2022-02-01,2022-02-02,2989,Charlie Brown,Small Business,USA,Madrid,FL,17965,West,3738,Electronics,Phones,iPhone 14,171,18,110,,100,,4
103671,2022-07-26,2022-04-10,2925,Alice Johnson,Corporate,USA,InvalidCity,,26249,South,3183,Furniture,Tables,Office Chair,3121,15,110,500,100,Crypto,4
106353,2022-10-13,2022-01-19,2398,,,France,Toronto,,54202,Unknown,3617,Toys,,Binder Set,1960,19,,-500,500,Undefined,6
106916,2022-04-21,2022-10-10,2158,Alice Johnson,,Germany,Paris,TX,15918,South,3949,Office Supplies,Phones,,2731,16,5,500,0,Cash,3
101051,2023-03-22,2023-12-19,2333,Charlie Brown,Home Office,,Madrid,TX,59924,Central,3192,,Chairs,Desk Lamp,1840,5,110,1000,0,Credit Card,
103560,2022-11-11,2023-04-20,2543,Alice Johnson,Home Office,Spain,Madrid,BC,94098,West,3673,Electrnics,Tables,,3424,13,110,100,500,Crypto,
104803,2023-03-28,2023-10-16,2754,,Corporate,France,New York,,27758,West,3596,Electrnics,Phones,Desk Lamp,3621,2,10,-100,100,Bank Transfer,3
101585,2022-06-26,2023-11-25,2231,David White,Undefined,Canada,,,79324,,3403,Furniture,Binders,Binder Set,3630,5,110,100,0,Cash,100
104647,2023-01-31,2023-10-27,2692,Bob Smith,Small Business,Germany,Paris,,26000,Central,3356,Home Decor,Tables,Gaming Table,3086,11,50,-500,10,Bank Transfer,-1
104531,2022-04-24,2022-09-08,2022,Charlie Brown,Consumer,Canada,Paris,ON,78259,,3511,Home Decor,Phones,Gaming Table,262,7,10,500,5,Credit Card,
106058,2022-10-28,2023-01-05,2428,David White,Home Office,Canada,Paris,,25433,,3415,Furniture,Binders,Binder Set,1964,-5,25,100,500,Undefined,3
107422,2023-07-29,2023-01-24,2897,Eve Black,,,InvalidCity,FL,66738,East,3638,Books,IncorrectCat,Office Chair,-193,10,5,-500,0,Credit Card,2
104491,2023-04-27,2022-12-01,2002,Eve Black,Consumer,,Toronto,BC,14377,East,3253,Electrnics,Binders,,1827,-2,0,-500,0,Undefined,100
100501,2023-05-31,2022-04-29,2448,David White,Corporate,Germany,Toronto,NY,49812,East,3827,,Chairs,Gaming Table,3423,20,,100,0,Bank Transfer,5
108331,2023-07-25,2022-06-04,2029,Bob Smith,Corporate,Spain,,BC,39913,West,3880,Books,Chairs,Gaming Table,3188,-4,0,,100,,4
106122,2022-05-29,2023-05-08,2066,Eve Black,,USA,Toronto,BC,82708,,3307,Office Supplies,Lamps,Gaming Table,3420,5,5,100,10,Bank Transfer,3
107685,2023-07-08,2022-09-09,2858,Eve Black,Home Office,,Berlin,FL,49009,South,3511,Furniture,Binders,Office Chair,1035,20,,500,5,Undefined,5
109832,2023-06-29,2022-12-11,2138,Alice Johnson,Home Office,Canada,Madrid,BC,25620,South,3607,Electrnics,Lamps,Gaming Table,4037,4,10,,10,Crypto,4
103749,2023-01-28,2023-06-07,2020,Alice Johnson,Consumer,Unknown,Berlin,FL,29664,East,3262,,Lamps,Binder Set,1982,19,110,100,10,Bank Transfer,100
100416,2022-03-02,2023-03-02,2713,Eve Black,Undefined,USA,Toronto,ON,79832,South,3571,Office Supplies,,Gaming Table,1090,11,50,0,5,Undefined,100
102527,2022-11-24,2023-05-15,2257,David White,Home Office,USA,Toronto,TX,75630,Central,3587,Office Supplies,Lamps,,1541,12,,,0,Credit Card,1
106205,2022-08-07,2022-06-30,2676,Eve Black,Consumer,Spain,New York,TX,18637,South,3136,Furniture,IncorrectCat,Desk Lamp,2128,19,0,-100,,Bank Transfer,-1
100365,2022-10-09,2022-04-03,2615,,Home Office,USA,Toronto,Undefined,76680,Unknown,3308,Books,Tables,Gaming Table,830,15,50,-500,500,Cash,2
107182,2023-04-07,2023-02-10,2831,David White,Corporate,Canada,Toronto,TX,42144,Central,3937,Furniture,Tables,Gaming Table,4184,0,-10,100,10,Bank Transfer,
105304,2022-09-27,2023-07-18,2885,David White,Small Business,Unknown,Madrid,NY,72753,South,3565,Electrnics,Phones,Gaming Table,4749,6,5,,0,Undefined,6
106370,2023-09-04,2023-11-06,2374,Alice Johnson,,Unknown,InvalidCity,NY,22328,South,3622,Electronics,Lamps,Office Chair,-90,12,0,100,5,,100
106402,2023-04-20,2023-11-05,2407,Charlie Brown,Small Business,Canada,Paris,BC,63840,South,3276,Office Supplies,Lamps,Binder Set,3641,-5,110,-500,500,Credit Card,4
103677,2022-01-23,2023-01-20,2770,Charlie Brown,Home Office,,InvalidCity,ON,29535,South,3862,Furniture,Chairs,Binder Set,3119,-1,-10,0,,Undefined,-1
101536,2022-11-24,2023-09-12,2421,Charlie Brown,Undefined,USA,Toronto,NY,35666,East,3720,Electronics,Tables,,3420,18,110,0,500,Undefined,3
103676,2022-09-21,2023-03-11,2905,Charlie Brown,Corporate,Canada,InvalidCity,ON,27802,East,3510,Furniture,Phones,Desk Lamp,2492,12,10,0,,Undefined,5
100144,2022-05-05,2023-11-10,2988,Alice Johnson,Undefined,Unknown,Toronto,BC,84815,,3872,Electrnics,Tables,Binder Set,1843,8,25,1000,5,PayPal,5
104676,2022-07-01,2023-07-24,2962,Charlie Brown,,Spain,New York,ON,54430,Central,3683,,Tables,Binder Set,499,20,0,1000,5,Cash,4
107643,2022-01-09,2022-03-21,2617,Eve Black,Consumer,Germany,,NY,94577,Unknown,3875,Office Supplies,Lamps,Office Chair,2223,-4,110,,0,,2
100794,2023-05-06,2023-09-09,2315,Charlie Brown,,Germany,New York,NY,31628,Central,3006,Books,Chairs,iPhone 14,3359,2,110,0,5,PayPal,6
105857,2023-01-16,2023-07-10,2615,David White,Consumer,Unknown,InvalidCity,NY,22239,Central,3685,Books,Binders,Binder Set,-12,18,5,100,,,4
101506,2022-07-04,2022-08-19,2129,Charlie Brown,,USA,InvalidCity,ON,46115,Central,3023,Toys,IncorrectCat,Desk Lamp,2787,5,-10,100,5,Undefined,6
103421,2023-09-24,2023-11-18,2539,,,Germany,Toronto,BC,49445,West,3161,Furniture,Binders,Desk Lamp,3317,9,5,1000,10,Undefined,5
104619,2023-05-23,2022-06-26,2402,Alice Johnson,Undefined,Spain,Berlin,NY,56542,Central,3741,,Chairs,,2241,2,0,500,0,Bank Transfer,1
106428,2022-01-18,2022-11-03,2571,Alice Johnson,Small Business,Unknown,InvalidCity,FL,34069,South,3995,Home Decor,Chairs,Office Chair,-88,3,5,-100,5,Crypto,5
102819,2022-04-20,2022-08-26,2798,Bob Smith,Home Office,USA,,BC,95916,Central,3834,Books,Phones,Binder Set,492,12,110,-500,100,PayPal,4
108573,2022-07-21,2023-08-21,2823,Eve Black,,Canada,,ON,57208,,3144,Electronics,Lamps,Desk Lamp,3755,0,10,500,500,Bank Transfer,6
105694,2022-03-20,2023-01-02,2054,Alice Johnson,Small Business,Spain,Madrid,NY,45696,,3209,Books,,iPhone 14,4859,11,50,-500,500,Credit Card,2
103219,2022-10-05,2023-10-02,2696,David White,Corporate,France,Madrid,FL,56031,Central,3648,Furniture,Chairs,Desk Lamp,1613,-4,-10,100,5,Undefined,2
102347,2022-07-26,2022-12-17,2142,Bob Smith,,USA,New York,ON,71539,,3986,,Tables,Gaming Table,795,2,25,,0,,
101201,2022-10-19,2023-01-15,2046,David White,Home Office,USA,Madrid,NY,29473,South,3320,Toys,Tables,Gaming Table,57,17,25,500,,Credit Card,1
108136,2022-01-05,2023-06-24,2689,Eve Black,,,,NY,58179,Central,3014,Furniture,,Office Chair,4705,4,-10,-500,500,PayPal,4
103359,2023-08-08,2022-05-17,2425,David White,Small Business,Spain,Berlin,BC,44842,,3304,Electrnics,IncorrectCat,Desk Lamp,2668,-5,10,-100,10,Crypto,5
101670,2023-06-16,2023-08-02,2501,,Consumer,Canada,InvalidCity,TX,46188,,3295,Furniture,IncorrectCat,,1748,12,-10,1000,0,Bank Transfer,4
109392,2023-12-05,2022-02-15,2390,,,Germany,,TX,68729,Central,3453,Electronics,Phones,iPhone 14,2926,7,110,100,0,PayPal,
102339,2022-03-15,2023-11-05,2225,Bob Smith,Home Office,France,InvalidCity,FL,62422,,3618,,IncorrectCat,iPhone 14,3170,9,50,-500,,Crypto,2
103541,2022-04-08,2022-03-27,2789,Alice Johnson,Home Office,France,InvalidCity,NY,38373,South,3587,Books,IncorrectCat,Binder Set,3363,-5,,-100,500,Undefined,
104722,2022-12-09,2022-01-23,2509,,Corporate,,Toronto,TX,29887,South,3517,Furniture,IncorrectCat,Desk Lamp,615,0,10,100,500,Crypto,5
102641,2022-11-29,2022-09-21,2927,Eve Black,Home Office,Germany,Paris,BC,52643,South,3045,Electrnics,Tables,Gaming Table,3563,1,5,1000,10,PayPal,1
105030,2023-02-28,2023-07-13,2561,Eve Black,Small Business,,,ON,32543,Unknown,3427,Office Supplies,IncorrectCat,Binder Set,4039,14,10,1000,100,Undefined,1
106827,2022-03-21,2022-06-02,2695,Charlie Brown,Corporate,USA,Toronto,CA,95297,Central,3824,Office Supplies,IncorrectCat,Binder Set,3873,15,0,1000,0,Credit Card,
104669,2022-05-02,2022-09-27,2698,Eve Black,Small Business,Canada,Madrid,BC,45489,Central,3898,Electronics,Phones,,2071,6,0,,,Crypto,4
103693,2023-07-12,2022-06-23,2996,,Undefined,France,New York,TX,21477,South,3235,Books,,iPhone 14,521,16,50,,100,,-1
100357,2022-05-08,2023-07-04,2255,Charlie Brown,Small Business,France,Paris,BC,68885,Central,3044,Home Decor,IncorrectCat,iPhone 14,4960,0,10,1000,100,Undefined,-1
106765,2022-06-12,2022-02-23,2987,,Home Office,Spain,Madrid,NY,76173,Unknown,3367,Furniture,Lamps,,4950,-2,110,0,,Undefined,6
106022,2023-04-23,2022-02-02,2798,Bob Smith,Consumer,Germany,Paris,,41327,,3473,Home Decor,Chairs,Binder Set,4014,17,10,-500,,,
102546,2022-09-20,2023-05-05,2613,Bob Smith,Consumer,France,,TX,39121,Unknown,3058,Electrnics,Lamps,,4416,7,0,500,0,Bank Transfer,100
104860,2023-05-15,2022-11-20,2725,Bob Smith,Small Business,Unknown,InvalidCity,Undefined,30429,Central,3863,Home Decor,Chairs,Binder Set,2365,-1,0,0,5,Credit Card,
107330,2022-06-24,2023-01-08,2503,Eve Black,Consumer,Germany,,ON,62764,West,3162,Electronics,IncorrectCat,Gaming Table,2690,12,5,-500,10,Crypto,2
106090,2022-02-20,2023-04-04,2203,Eve Black,,Spain,Paris,FL,32225,East,3444,Electrnics,,iPhone 14,555,-1,10,1000,500,Undefined,6
101605,2022-08-13,2022-06-04,2001,Alice Johnson,Corporate,Germany,Paris,Undefined,53607,West,3141,Electronics,IncorrectCat,Desk Lamp,3956,17,50,1000,5,Crypto,4
103042,2023-09-13,2022-11-12,2918,David White,Undefined,,InvalidCity,NY,93139,Central,3205,Toys,Binders,Binder Set,877,8,110,-100,5,PayPal,2
108395,2023-01-01,2022-07-12,2187,Eve Black,Small Business,Germany,,TX,51675,South,3992,,,Gaming Table,2634,7,25,500,,,4
106962,2022-10-08,2022-11-26,2630,,,Spain,Toronto,BC,16116,South,3411,,IncorrectCat,iPhone 14,3601,18,,,10,Undefined,100
109920,2022-02-21,2023-10-16,2807,Eve Black,,Canada,InvalidCity,,29795,South,3654,Electronics,,Gaming Table,4530,4,110,-100,,Credit Card,6
103072,2022-02-28,2023-09-12,2640,David White,Undefined,Canada,,Undefined,75310,South,3894,Office Supplies,Tables,Office Chair,3792,-1,-10,0,500,Undefined,2
108841,2023-06-17,2022-07-09,2343,Eve Black,Corporate,Spain,Berlin,CA,73978,East,3537,Books,IncorrectCat,Binder Set,4738,1,50,500,10,Cash,-1
109975,2023-05-15,2022-10-06,2486,Charlie Brown,Consumer,Unknown,Madrid,CA,83323,South,3148,Furniture,IncorrectCat,iPhone 14,2803,17,25,,,,-1
104256,2022-05-12,2023-08-29,2188,Charlie Brown,Consumer,Unknown,Berlin,,49657,,3841,Toys,Binders,,4524,-2,0,-500,10,Cash,3
105043,2022-06-17,2022-04-16,2547,Eve Black,Small Business,Canada,Paris,FL,30698,South,3659,,Binders,Office Chair,3630,10,50,1000,100,Credit Card,4
101625,2022-06-07,2022-03-20,2633,,Home Office,Canada,New York,TX,61575,East,3285,Toys,Chairs,Gaming Table,880,14,10,0,10,,3
108684,2023-09-08,2022-06-25,2034,Eve Black,,Germany,Berlin,BC,61140,,3037,,Lamps,Desk Lamp,79,-3,5,0,0,PayPal,6
106275,2022-09-14,2023-03-26,2133,,Corporate,Unknown,InvalidCity,NY,22027,Unknown,3960,Electronics,Phones,iPhone 14,2772,4,0,-500,,Bank Transfer,-1
100202,2022-06-24,2023-02-06,2940,Bob Smith,Corporate,Germany,,,59703,East,3905,Electronics,Binders,Office Chair,1910,4,110,,,Credit Card,2
106894,2023-08-24,2022-10-23,2869,Bob Smith,Small Business,Canada,InvalidCity,ON,33605,South,3356,Home Decor,Phones,Binder Set,465,,10,100,500,PayPal,100
108763,2023-02-17,2023-03-18,2799,Eve Black,Home Office,Canada,,NY,23744,,3214,Electrnics,Binders,Gaming Table,97,11,5,-500,100,Cash,2
107108,2023-06-04,2023-11-23,2076,Bob Smith,Consumer,Spain,InvalidCity,,51472,Unknown,3744,,Chairs,Office Chair,4457,9,-10,0,100,,6
100876,2023-01-24,2022-03-27,2668,Alice Johnson,Consumer,Canada,Paris,,26385,South,3725,Electrnics,Lamps,iPhone 14,1733,-1,,,10,,
104934,2023-01-14,2022-09-15,2127,Bob Smith,Undefined,Canada,Toronto,,26355,Unknown,3027,Electronics,Lamps,Office Chair,3787,8,10,-500,,PayPal,4
105650,2023-12-15,2022-05-06,2456,Eve Black,Small Business,Germany,Toronto,CA,96250,South,3280,Electrnics,Tables,Gaming Table,450,-2,110,500,10,Undefined,6
105355,2022-12-15,2023-10-01,2334,Eve Black,Consumer,Germany,New York,BC,77761,,3418,Home Decor,Chairs,Desk Lamp,215,11,,-500,0,Crypto,-1
100957,2023-07-02,2023-07-15,2476,David White,Small Business,USA,InvalidCity,ON,53154,,3395,,IncorrectCat,Gaming Table,4369,-1,110,-100,5,Bank Transfer,6
106581,2022-12-03,2023-06-05,2322,,Undefined,Unknown,Toronto,Undefined,38154,West,3687,Toys,IncorrectCat,Gaming Table,2068,,25,-100,,Credit Card,
109267,2023-06-05,2022-07-01,2987,David White,Consumer,France,Toronto,CA,75408,Central,3832,Office Supplies,IncorrectCat,Desk Lamp,2617,10,-10,500,10,Crypto,6
106647,2022-02-04,2023-09-10,2795,David White,Home Office,Canada,InvalidCity,TX,42151,West,3897,Furniture,Tables,iPhone 14,-60,1,25,-100,5,Bank Transfer,6
104563,2022-10-06,2022-04-21,2624,Bob Smith,Undefined,Unknown,Paris,TX,36876,,3485,Books,Phones,Office Chair,437,7,,-500,5,,4
100441,2022-11-28,2022-08-01,2860,Eve Black,Corporate,Canada,New York,CA,47855,East,3911,Books,Chairs,,2421,,25,-500,500,PayPal,3
106484,2023-01-30,2022-11-30,2890,David White,Undefined,Canada,Berlin,Undefined,21037,South,3337,Home Decor,,,4017,18,25,-100,10,Crypto,100
100145,2022-01-23,2023-07-21,2876,,,France,InvalidCity,TX,74560,Central,3161,Furniture,IncorrectCat,iPhone 14,1800,8,5,100,,,100
104823,2023-11-20,2023-01-09,2130,Eve Black,Consumer,Germany,Paris,ON,84078,,3354,,Chairs,Gaming Table,4916,-2,0,-100,,,2
104142,2022-03-12,2023-12-03,2436,Charlie Brown,Corporate,France,New York,NY,98600,Central,3029,,Chairs,Office Chair,3664,1,25,0,0,Bank Transfer,1
104925,2022-01-11,2022-03-19,2422,,,Germany,Paris,NY,24060,South,3252,Electrnics,Phones,Desk Lamp,3366,8,10,100,500,Undefined,-1
105853,2023-04-22,2023-04-07,2951,Bob Smith,Consumer,,Toronto,,87909,Central,3413,Home Decor,Tables,Office Chair,3292,2,-10,,500,Credit Card,1
104696,2022-03-01,2022-12-11,2508,Alice Johnson,Consumer,Unknown,InvalidCity,FL,70664,Unknown,3909,Office Supplies,Tables,Gaming Table,2767,9,,-500,500,Bank Transfer,6
108222,2022-04-16,2022-08-13,2534,,,Germany,New York,ON,82172,Unknown,3521,Toys,IncorrectCat,Binder Set,4203,8,0,-100,10,PayPal,-1
105622,2023-05-18,2023-08-06,2262,David White,Small Business,USA,Paris,ON,26690,Unknown,3541,Home Decor,IncorrectCat,Office Chair,1654,5,,1000,5,Bank Transfer,1
105263,2023-11-29,2023-01-12,2818,David White,Home Office,Germany,Toronto,CA,71857,East,3373,,Chairs,Binder Set,1308,7,-10,,100,PayPal,6
101696,2023-11-16,2022-09-13,2378,David White,Undefined,Germany,InvalidCity,NY,15824,West,3835,Furniture,Tables,,380,4,5,,100,Cash,6
106216,2023-03-17,2022-01-15,2806,David White,Small Business,Canada,Berlin,ON,19242,West,3785,Electronics,Tables,Desk Lamp,1445,-4,5,100,500,Crypto,100
101612,2022-01-12,2022-09-09,2432,Alice Johnson,Home Office,Spain,Madrid,CA,39649,,3142,Electrnics,Lamps,Office Chair,651,-1,25,1000,0,Crypto,6
107960,2022-09-07,2022-03-22,2466,Eve Black,Undefined,Germany,New York,TX,10519,East,3293,Books,Tables,,4763,17,25,500,100,Credit Card,100
105996,2022-09-11,2023-07-07,2228,Eve Black,,Unknown,Madrid,CA,26672,Unknown,3121,Home Decor,Lamps,,2300,4,5,0,,PayPal,4
107866,2022-12-18,2022-07-08,2155,Bob Smith,Small Business,Germany,New York,ON,79805,,3659,Electrnics,Binders,iPhone 14,3939,20,50,500,,,4
104574,2022-02-15,2023-04-27,2774,Alice Johnson,Small Business,Canada,InvalidCity,NY,77766,Unknown,3908,Furniture,Phones,Gaming Table,991,14,,100,100,Crypto,
105671,2023-07-11,2022-06-27,2145,Alice Johnson,Undefined,Unknown,Berlin,Undefined,72896,,3334,,Chairs,Office Chair,2507,0,25,1000,100,Crypto,3
106019,2022-04-03,2023-01-11,2733,Charlie Brown,Corporate,France,Madrid,ON,99235,Central,3964,Toys,IncorrectCat,Binder Set,1204,5,50,-500,500,PayPal,6
106732,2023-11-19,2023-08-31,2909,David White,,Unknown,,BC,76802,,3051,Electrnics,IncorrectCat,Office Chair,1645,2,50,100,500,Cash,1
108653,2022-10-11,2023-06-10,2276,Eve Black,Corporate,,New York,CA,80719,Central,3495,Electronics,Tables,iPhone 14,1188,19,25,,0,Undefined,3
103139,2023-01-03,2022-08-25,2681,Eve Black,,USA,New York,BC,69571,Central,3763,Books,Lamps,Gaming Table,4216,15,50,500,100,Crypto,3
107712,2022-03-03,2022-04-27,2742,Alice Johnson,Undefined,,Berlin,BC,25645,,3128,Office Supplies,,Office Chair,3750,15,25,-100,100,Bank Transfer,
102250,2023-11-09,2023-02-08,2483,Charlie Brown,Home Office,,Paris,FL,81757,,3826,Furniture,Tables,,2786,9,50,-500,100,,
100435,2022-12-06,2023-05-05,2365,,,Spain,InvalidCity,FL,56755,East,3417,Toys,Binders,Binder Set,487,-2,,1000,10,PayPal,-1
108593,2022-11-16,2022-01-21,2818,,Home Office,USA,InvalidCity,Undefined,42068,East,3803,Office Supplies,Tables,Office Chair,3465,11,,500,500,,100
108379,2023-05-30,2022-12-25,2545,Bob Smith,Small Business,Germany,Berlin,ON,47776,East,3730,Office Supplies,IncorrectCat,,1076,6,10,,500,Cash,-1
102278,2023-01-06,2023-08-26,2805,Eve Black,Consumer,Spain,InvalidCity,TX,99713,,3412,Electrnics,Phones,iPhone 14,-32,-4,5,1000,0,Crypto,3
104882,2022-10-12,2023-03-25,2192,,,Unknown,New York,,44986,Central,3034,,Binders,Binder Set,20,-4,110,-500,500,Undefined,2
109462,2022-06-23,2022-01-10,2602,Eve Black,,,Madrid,TX,35375,South,3292,Home Decor,Chairs,iPhone 14,588,-3,50,0,5,Undefined,6
104868,2023-02-23,2023-11-07,2423,David White,Undefined,Spain,Madrid,NY,74828,Unknown,3651,Home Decor,,Gaming Table,2277,-5,50,100,500,,3
107071,2023-12-04,2023-06-27,2010,Alice Johnson,Small Business,Spain,Madrid,Undefined,56447,West,3997,,Phones,iPhone 14,2567,7,50,1000,0,Crypto,6
109288,2022-11-29,2022-05-06,2548,Bob Smith,,Unknown,InvalidCity,NY,70504,Central,3213,Furniture,Chairs,Office Chair,3363,,110,0,5,Cash,6
108569,2023-03-20,2023-10-29,2552,Bob Smith,Consumer,USA,Paris,BC,82208,,3906,Electronics,Phones,Gaming Table,4477,19,110,-500,5,Credit Card,1
107034,2023-10-24,2023-12-16,2709,Alice Johnson,,,Toronto,Undefined,30574,,3460,Electrnics,Tables,Desk Lamp,1534,4,5,100,0,Cash,1
104241,2022-05-09,2022-07-22,2314,Charlie Brown,Undefined,,,,63680,West,3640,Furniture,IncorrectCat,Office Chair,3420,11,-10,0,500,Undefined,5
104352,2023-05-20,2022-09-20,2069,,Home Office,Canada,Madrid,,32161,Unknown,3508,Office Supplies,Chairs,iPhone 14,2542,0,25,0,0,Undefined,1
